SBD, Toan, Van, Ly, Hoa, Sinh, Anh
19010596,9.2,7.75,8.25,8,6.5,8.4
19010599,7.8,6,7,4.25,5.75,6.4
19010601,8.8,7.25,7.75,8,6.5,8.6
19010602,8.8,7.25,8.25,7.25,5.25,6.6
19010603,7.6,8,7,5.75,6.5,8.2
19010604,8.4,9,7.5,5.5,5.75,9.6
19010606,6.8,6,7.75,6.25,6.25,7.8
19010607,8.4,6.75,8.5,7.5,4.5,4.4
19010608,8.8,7.25,7.75,7.25,6.5,7.8
19010614,7.6,7.75,5,5,3,2.8
19010615,8.8,7.5,8,6.75,6.25,6.2
19010617,8.8,7.25,8.25,7.5,5,6.6
19010618,7.8,6.25,5.5,5,5.5,7.4
19010619,8.4,7.5,7.75,6.5,5.25,8.4
19010624,6.2,7.25,6.5,5.75,5,3.4
19010628,8.8,7.25,8.25,7,7.25,3
19010629,8.2,7.75,8.5,7.75,5,5.6
19010635,9.4,8.25,7.75,9,6,8.4
19010636,8.2,8,7.5,8.25,5,6.4
19010637,8.6,8.25,7,7.75,7.5,6.2
19010638,7.4,7,6,7.5,3.75,5
19010640,7.4,8.5,7,6.75,5.75,4.4
19010643,9.2,7,8.25,8.25,5.75,2.4
19010644,8,7.75,6.75,5,3.5,7.8
19010649,8.4,8,7.25,7.5,5.25,6.6
19010650,9,6.75,8.5,8.25,3.5,4.6
19010656,9,6.75,8.75,8.25,3.25,5.4
19010657,8.8,7.75,8.5,9,5,3.6
19010659,7.6,7,6.25,7.25,4.75,6.6
19010662,9,6.75,8.25,7.25,5.75,6.6
19010668,7.6,6.5,5.75,6.5,5.75,7
19010669,9,8.5,6.25,4.75,4.25,8.2
19010670,9.4,8,7.25,7.25,6,6
19010671,8.8,7.75,7,7,5.75,7.6
19010672,8.4,8,8.75,7.75,7.5,6
19010677,8.2,6,8.5,8.25,5.75,5.6
19010681,9,6,8.25,8,5.5,5.4
19010682,7.8,6.5,5.5,7.25,5,3
19010684,8.8,6.5,7.5,8,8.75,7.4
19010685,8.8,6.75,7.5,7.5,6.25,7
19010689,8,5.5,7.5,6.5,5.25,5
19010691,8.8,6.75,6.5,7.5,5.5,4.4
19010693,5.6,6.25,3.75,4.25,3,3.4
19010694,8.6,7,5.25,6.25,4.5,4.8
19010695,8,7.75,5.25,7.75,5,6.6
19010698,8,7.5,6.5,5,4,5.6
19010699,7.2,6,5.5,6,4.25,5
19010702,8.2,5.5,5,7.5,8.75,5.6
19010703,7.4,7,6.75,7.25,5.5,4
19010704,7.6,8,6,7.25,5,3.6
19010711,7.8,8.25,6,7.25,4.75,4
19010713,7.6,5.25,7.5,6.5,6.25,6.8
19010714,8.8,7.25,7.75,7.75,3.5,7.6
19010715,9.4,6,8,8,5.75,6.4
19010727,8,8.25,8.75,8,6.5,6.6
19010733,8.8,7,5.5,6.5,5.5,6.2
19010734,7.4,8,7.5,8.5,6,4.8
19010737,8.4,9,7.75,6.5,4.25,9.6
19010738,8.4,8.5,8.5,7.75,7,9.4
19010739,8.2,9,7.25,6.5,5.25,7
19010741,5.6,7.5,5,6.5,5.75,7.2
19010761,9.4,5.5,7.75,7.25,5,9.2
19010766,8.2,7.5,6.5,6.5,5,8.6
19010770,8.2,7.5,5.75,6.5,4.5,6.2
19010772,8.2,8.25,8,8.25,6,9.2
19010773,8.2,7.25,8,5,4.25,8
19010774,8.2,6.5,5.75,6,4.25,7.4
19010776,8,6.5,7.5,4.5,2.5,5.8
19010781,8.4,7.25,8,8.25,5,4.8
19010782,9.4,8.75,8.75,7.75,6.75,7.4
19010784,9.2,8.5,7,7.75,6,7.4
19010787,8.8,7.5,8.25,7,5.5,8.4
19010789,9,8,7.5,8,4.25,7
19010790,9,7.75,6.75,6.25,4.75,7.6
19010792,8.6,7,5.25,7,7.5,4
19010793,9.2,6.75,7.75,8.75,6.75,6.6
19010794,8.8,7.75,7.25,8.25,6.25,8.6
19010796,8.2,9.25,6.5,8,7,8.6
19010798,9,7.5,7.75,6.5,8.25,8.8
19010801,8,7.25,7.75,8.25,4.5,5.6
19010802,8.6,8.75,7.75,8.75,7.5,9.6
19010803,6.4,7,3.75,4.75,3.25,5
19010807,8.8,5.5,6.75,7.75,5.25,5
19010809,8.4,6,6.5,6.5,6,6.8
19010810,8.2,7,6.75,7.5,5,7.2
19010811,8.6,5.5,8,7,3.75,4.8
19010812,7.2,6,2.25,2.75,2.75,3.2
19010814,7.4,8,7,8,6.5,5.8
19010831,9.2,8,8.5,7.5,7.5,8
19010835,7.8,6.5,5.75,6,5.25,7
19010840,8.2,6.5,6.5,7.75,5.75,5.6
19010842,8.2,8,3.75,5,5.25,9
19010843,8.8,7.75,6.75,7,5,8.4
19010848,6.8,6.5,6.25,6,6.5,7.4
19010852,6.6,8,6.5,6,4.75,7.2
19010853,8.2,7.5,8.25,8.25,5.75,7.8
19010857,8,7.5,4.5,3.75,4.75,7.4
19010858,7.4,6.5,6.25,6,3.75,5.8
19010859,7.8,3.5,5,6.25,4.75,7.2
19010866,8.2,7.75,7.75,7.75,6.75,7.8
19010867,8.2,7,6.75,5,4.5,9
19010882,8.6,7.25,7.5,6,5.75,3.4
19010883,7.4,6.75,6.5,6,3.5,4
19010885,7,6.5,6.5,8.75,5.5,6
19010889,8.2,6,8,7.75,5,4.6
19010892,8,8,7.25,9,4.25,4
19010896,7.4,6,4,5,3.75,2.6
19010899,9.4,6,8.25,8.5,2.5,3.2
19010902,8.2,8.25,7.5,6,4.25,8.6
19010905,7.8,6.75,7.5,7.5,5,3.4
19010906,8.6,8,6.5,8,7,4.6
19010908,9,8.5,8,8.5,7.25,7
19010910,7.4,6,7,6.25,2.75,2.6
19010912,7.2,6,4.25,5.25,4.5,3
19010913,8,6.25,7.25,8,2.75,5
19010916,8,6.25,7.25,7.5,5.5,4.8
19010918,7.6,5.75,3.25,5.5,4,5.2
19010928,8.4,6.75,7,8.5,6.5,4.4
19010933,7.6,7,7,7.75,4.5,5.4
19010934,8.2,9,6,7,4.75,9.2
19010935,8.2,8.5,7.5,7.5,4.75,7.2
19010937,7.8,8.25,7.25,7,2.5,7
19010938,8,8,6.75,6.75,5.25,6.6
19010944,7.6,7.5,7.25,8,5.5,3.2
19010954,8.4,8.25,7,6.75,4.25,7.2
19010956,7.6,6.5,6.75,7,5,4.6
19010957,8.2,7.25,6.75,7.75,5.25,4.6
19010959,9,7.75,7.25,7.5,4.75,4.2
19010966,8,6.5,7.75,6.25,4.5,5.4
19010968,6.4,6,4.25,5.75,5.75,2.6
19010970,8,7,3.25,6.5,5.75,5
19010971,8.4,8.5,4.25,7.5,3.25,7.2
19010973,8.2,6.25,6.25,8.75,3.75,6
19010977,9.6,7.25,8,6.25,6.5,9.4
19010980,7.4,6.25,5.25,7.75,7.25,4
19010983,8.8,7.25,7.75,7.75,3.75,4.8
19010986,7.8,7,6.75,6.5,5.75,4.4
19010989,7.6,8.75,6.5,6.25,6.25,7.6
19010993,9.4,8,7.75,8.25,8.75,8.8
19011002,7.8,7.75,7.25,8.5,7.75,6.4
19011004,8.6,8.5,6.75,5,4.5,9.4
19011005,7,6.75,4.25,3.25,2.25,4.6
19011007,9,8,7.75,8.25,5.75,5
19011018,8.4,5.5,7.25,7.5,4,2.4
19011020,8.4,6.75,7.75,7.5,5.75,6.2
19011021,7.6,6.5,7,7.75,3.75,5.4
19011022,8.6,7.25,7.75,8.25,4.5,4.2
19011025,9,7,7.75,8.25,6.25,7.2
19011027,8.6,7.5,6.5,4.75,4.75,4.6
19011029,8.2,6.75,6.5,6.5,4.75,4.2
19011036,7.6,7.5,6.5,7.5,3.25,5.2
19011041,8.2,6,6.5,7.5,3,4.8
19011042,4.4,7,4.5,2.75,4.75,6.4
19011046,6.6,7.25,5,5,5.5,7
19011052,7.2,4.75,6.5,7.75,5.25,4.8
19011054,8.8,8.25,8.75,9.25,5.25,6.4
19011056,7.2,6,4.75,5,4.25,2.8
19011059,6.6,7,4.5,4,3,5
19011062,8.6,7,7.25,7.75,5.5,6.6
19011065,7,7.25,7,7.25,5.5,7.4
19011073,8,6.25,4,5,4.75,4.4
19011077,9,6,8.25,8.5,4.25,4
19011079,8,6.25,6,7.75,5,3.4
19011083,9,7.75,8,9,4.5,6
19011085,9.4,7.25,7,7.25,4.75,7.4
19011087,9.2,7.5,8.75,8.75,4.5,7.6
19011089,7.6,8,7,7.5,4.5,7.8
19011090,8.2,6.75,8.25,8,7.75,2.2
19011091,8,4.5,5.5,6.25,5.75,2.6
19011092,6.6,5,3.5,3.25,4.75,3.6
19011093,9.6,6,8.5,7.5,7,2.6
19011096,7.8,6.75,5.75,7,7.5,2.4
19011101,7,7.25,5,6.5,6.25,3
19011102,8.4,5.5,6.25,5.5,6.25,3.6
19011104,8.8,6.75,6.75,7.5,9,4.6
19011105,9.2,4.25,8,8.5,7.25,3.2
19011106,8.6,6.75,6.75,5.75,5.25,6
19011107,6.4,3.25,4,3.5,4.75,3.2
19011109,7.2,7.75,5.75,8,7.5,5.6
19011110,8.2,7,7.5,8.25,7.5,7
19011114,8.4,6.5,7.5,8,7.25,6.8
19011115,8.2,7,7,7.5,4.75,4.2
19011117,7.2,6.5,6.5,6.25,6.5,6.2
19011118,8.2,7,7.25,8,6.75,8.4
19011119,8,5,6.25,7.75,5.5,6.6
19011120,5.6,5.25,6.5,5.75,5.25,4.6
19011124,4,3.75,3.75,2.75,4.25,5.6
19011125,6.2,6.25,4.25,5.75,4,7
19011131,8.2,5.5,8,7.25,5.5,2.8
19011132,8,5,5.5,5.5,6.25,6.8
19011134,5,5.5,6.5,7.25,5.75,4.4
19011135,5,5,6.25,8.25,2.75,4.4
19011137,4.6,4.5,3.75,4.75,5,2.8
19011141,7.2,5.75,6.5,4.75,5,4.2
19011143,8,5.75,4.5,3.75,4,3.2
19011144,6.2,5.25,4.75,4,6.75,5.8
19011145,8,7.5,7,6.25,4.25,8.4
19011146,7,6.25,5,5.75,5.5,7
19011148,8.6,5.25,8,8,5.5,3.4
19011151,8.8,4.25,7.25,8.75,5.5,4
19011157,6.8,7,7.5,7.5,6,3
19011160,7.4,3.75,5.75,6.75,4.25,4
19011161,8.6,7.5,5.75,7,8.75,8.2
19011164,7.8,5.75,7.5,4.25,7.25,3
19011165,8.4,5.5,7.25,8,6.5,2.6
19011166,8.6,5.75,7.75,7.75,6.75,3.4
19011167,7,5.25,5.25,6.25,5.25,3.6
19011168,5.2,5.75,5.75,6.25,7,2.4
19011171,7,4.5,3.5,4.75,3.75,2.2
19011172,7.4,6,6.25,4.5,5.75,2.8
19011174,7.6,7.5,5.25,6,5.25,3
19011177,8.6,7,8.25,8,6.5,3.4
19011181,9.4,5.75,8.5,8.5,5,2.6
19011184,6,5.25,4.75,6,5.5,2.4
19011186,8.4,6.75,8,6.5,7,9.2
19011187,8.6,6,7.75,6.75,6,7.4
19011188,8.6,7.5,7.5,6.5,6.25,7.8
19011190,8.2,5.25,6.75,6.25,7,6.6
19011191,7.4,5.25,6.75,8,5.25,5.6
19011192,8,5.25,6.75,5.75,7.25,4.6
19011193,7.2,4.25,5,3.25,4.25,5.6
19011196,7.8,6,8.25,7.5,7.5,4.6
19011199,7.8,5.5,8,6.25,5.5,4.6
19011202,7.8,4.5,6.25,6.5,5,5.6
19011203,7.8,7.25,7,6.75,7,3.4
19011204,8,4.5,8.25,7.5,6,4
19011207,7,8,6.75,6.25,7,6
19011208,7.4,7,7.75,8,5.75,4
19011209,7.6,4.25,5.75,6,5,3.4
19011210,7.8,4.25,6.5,7.75,4.75,6
19011212,7.6,8.25,7,6.75,6,3.8
19011213,8.2,8,7,9,6.5,6
19011215,6.4,7.5,5.75,5.75,3.75,2.6
19011217,8.6,7.5,8.5,7.25,7.25,6.4
19011219,7.6,8.5,8.5,8.25,6.75,5.6
19011223,6.8,6.25,2.5,1.5,4,1.8
19011226,8.4,5.75,7.5,6.75,6,3
19011227,6.2,6,4.75,2.25,3.25,3
19011228,5.2,6.75,5.25,3.25,3.75,4
19011229,8.4,6.5,6.75,8.25,5.5,3
19011234,5.6,6.75,6.25,6.25,6.25,2.6
19011235,6.4,7.25,6.5,6.25,6,5.2
19011238,8.8,6.5,6.75,7.25,7.75,2.6
19011240,7.8,5.75,7.75,8,6.75,4.6
19011241,7.8,6.5,6.25,4.75,6.5,3.8
19011243,6,5.75,6.75,5.75,6.25,6.2
19011244,6.4,4.75,6,7.5,5.75,3.8
19011245,6.8,5.5,7,7.25,7,5
19011246,5.8,5,6.5,7.75,7.5,5.6
19011248,7,6.25,5.5,6.5,6.5,5.2
19011250,5,5,5.5,5.25,5.5,3.4
19011251,7.6,7.25,7.25,8.5,6.75,7
19011252,8.2,7.5,7.75,8.5,8.25,6.8
19011253,7.6,7.5,7.75,8.5,7,6.2
19011254,7.8,7.5,6.75,8.25,6.5,6.4
19011255,7.2,5.5,5.75,7.75,5.5,4.8
19011257,6.4,6,6.25,7.25,6,4.2
19011258,6,4.25,5.75,7,5.25,4.4
19011261,6.8,8,5,4.5,3.5,4.2
19011262,8,8,7.5,7.5,5.5,3.8
19011263,8.2,6,7.5,7.75,6.75,3.6
19011264,7.6,8,5.75,2.25,5.5,4.2
19011270,7.6,6.75,5.5,3,4.25,2.4
19011272,8.8,8.25,8,8.5,7.25,6.4
19011273,8.4,6.5,7.25,7.75,7.25,3.8
19011275,8,8.5,7.75,8,7,7.6
19011276,8.6,8.25,8.25,7,6.5,4.6
19011280,8.4,6.75,7,7.5,7,4
19011282,7.8,4.25,5,4.5,5.5,4.6
19011284,7.2,4.75,5.5,5.25,5,4.2
19011285,7.6,7,6.75,6,6.75,3.2
19011286,8.2,7.25,6.5,5,6.5,5.8
19011287,7,6.5,6,5,5.5,3.6
19011288,8.4,6.25,6.75,6.25,5.25,5.2
19011289,8.6,7,8,7.25,5.75,5.6
19011290,7.8,7.25,4.75,3.25,4.75,5.8
19011291,7.6,6.5,6,5.5,7,5.4
19011294,8,4.25,7,4.75,6.25,4.4
19011298,8.6,7.75,7.75,7.75,5,3.8
19011302,7.8,8.75,7.25,7,6.5,3.8
19011307,7,6.25,7.25,7,6.25,3.2
19011309,8.2,6.25,6.75,5,5.25,2.6
19011316,7.8,6.5,7.25,7,6.5,5.8
19011317,8.2,8.5,6.5,7.5,4.5,3
19011319,8.2,8.5,7.75,8,7.25,8.6
19011320,9,8.25,8.5,8.75,8.75,6.8
19011321,7.8,7,7.5,7.25,7.75,5
19011322,7.6,8.25,7.5,8.25,7.25,7.6
19011324,8.2,5,8.25,8.5,5.75,7
19011326,8,6.25,8.5,8,7.75,6
19011329,7.6,7.25,8,7.25,7.75,4
19011331,6,7,5.75,5.5,6,3
19011333,6.2,7.25,6.75,7.75,6.5,4.4
19011335,6.2,5.5,6,5.5,6.75,5
19011336,7.4,6.25,6.75,4.5,4.5,5.6
19011337,5.6,5,4,4,4.25,2.6
19011340,8.4,5.75,7.25,8,8.5,5.4
19011343,7,8,6.75,7.25,7.25,5.8
19011344,6.8,7.25,5.5,4.75,5.75,5.2
19011345,7.8,7.75,7.75,7.75,7,5.6
19011347,7,6.25,5.25,5.75,5,4.6
19011348,8.4,6.5,4.25,7.75,9,6
19011362,6.6,7.5,5,7.5,7,7.2
19011373,7.4,7.25,6,7.75,5,3
19011408,5.6,5.75,4.25,6.75,5.25,6
19011451,5.4,6.25,5.5,6.25,4,5.2
19011462,7.8,7.25,7,7.5,7.75,7
19011507,7.2,6.75,6.25,6.25,6.5,3.6
19011511,7.8,7,5.5,7.25,7.25,5.8
19011529,7.4,7.75,6.25,7.75,7,3.6
19011537,7.2,6.75,4.5,6,8,4
19011568,6.8,7,6.5,6.25,6.25,6.8
19011595,8,6,7,8.5,5.75,4.6
19011602,8,5.75,7.75,7.75,5,3.4
19011611,7,7,6.75,7.5,6.25,4.6
19011630,8.2,8.5,6,8.5,3.75,9.6
19011631,8.6,7.5,7.5,5.75,4,4.4
19011636,7.8,5.5,7.25,7.25,4.25,5
19011637,8.4,6.5,7.25,7.5,4.25,5
19011639,9,7.75,9,9.5,5.5,9
19011640,6,6.5,6.5,3.25,2.25,4.2
19011641,8,5.75,7.5,4.75,3.75,8.6
19011642,8.4,6.5,8.25,8.25,3.25,4.4
19011643,8.8,7,7.5,3.75,5.75,7.4
19011647,7.4,6.25,9,7.5,5,7
19011648,8.4,7.25,8,9,4,6.6
19011651,7.6,7.75,6,5.75,4.75,5
19011655,8.2,6.5,8,5,5,9.2
19011656,8.8,8,6,8,9.5,8.6
19011657,8.8,8.25,8.5,3,5.5,9.4
19011660,8.6,7.25,6,4.5,5.5,6
19011661,8.2,7.5,6.5,6.75,5.25,6.2
19011662,8.2,6.25,6.75,3,4,7
19011664,8.2,8.5,8.5,3.5,5.5,9.6
19011667,8.6,6.5,8,8.5,5.5,7.8
19011668,7.8,8,7.75,5.25,5.5,8.2
19011669,8,8.5,7.5,8,4.75,7.2
19011670,7.6,8.25,8,7.5,5,4.8
19011672,8.6,6.25,8,8.25,5.75,5.4
19011673,8,7.5,8.25,5.5,4,8.4
19011674,8.2,7,6.25,6.5,5.5,4.6
19011675,7.8,7.5,7.5,5.5,4,9.4
19011676,8,6.75,7.5,7.5,4.25,7.4
19011677,8.6,7,7.75,5.75,4.5,9.4
19011681,9,7.75,8,7.75,5.25,5
19011682,8.6,8.25,8.5,5.75,4.75,9.2
19011683,8.6,8,5.75,8.5,8.5,8
19011685,8.2,6,7.75,4.25,5,8.4
19011686,9.2,7.5,8.5,8.5,6.5,8.2
19011688,9.4,7,8.5,9.25,4.5,7
19011690,8.2,6.75,8.25,7.5,4,6.8
19011691,6.4,7.25,3.75,4,4.5,4.2
19011692,9.4,4.75,7.75,7.5,5.25,5.2
19011694,8.6,5.25,8.75,7,2.25,9.6
19011695,7.8,5,6.75,6,4.75,4.2
19011696,8.8,6,7.75,7.75,4.5,4.6
19011697,8.8,6,7.75,8.25,3.25,3.8
19011699,8.4,9,8,5,4.5,9.6
19011701,6.4,7,5.75,5.5,2,5.6
19011703,8,8,8.25,7,3.25,9.8
19011704,7.8,7.5,6,7.5,5,8.6
19011705,8.2,8.25,7.25,8.5,4.75,9.8
19011709,7.8,4,6,6.5,3.25,5
19011711,9.4,7,8,8,3.5,4.8
19011713,9,5.5,8.25,3.25,4.5,10
19011714,8.8,6.75,7.25,8.5,3.75,8.2
19011718,7.6,7,6.5,7.5,2.75,4.8
19011720,9.2,7.25,6.25,8.25,7.5,5.6
19011721,5.6,7.5,3.75,6.5,5.75,7.2
19011722,8.8,7.25,6.75,7,5.5,2
19011725,8.2,7.75,7.25,7,3.75,4
19011727,8.6,6.25,8.5,7.5,4.25,4.8
19011729,7,7,6.75,4.5,4,6.2
19011730,8.8,7,8,8,4,5.4
19011731,9.2,6,8.75,8.25,4,5
19011732,8.8,8.25,9,5,5.25,9.2
19011733,9.2,5.5,7.75,8,5.5,8.6
19011734,8.6,6.25,6.75,8.5,9.25,6.4
19011735,3.6,6.25,6.5,4.5,3.25,8.8
19011736,8.6,7,8.25,2,3.25,8.4
19011737,9.2,7,8.75,9.25,3.75,9.2
19011741,7.8,7.5,7.5,3.75,4.5,8.6
19011742,7,7.5,8,4.25,3.5,8.6
19011743,8.4,7.5,8.75,6.75,4,4.8
19011744,8.6,7,8.25,6.5,3.75,5.2
19011745,8.8,5.5,8.25,5,5,9.4
19011746,8.6,4.75,8,4.5,5.75,9.2
19011747,8.4,2.75,7,8.25,3.5,4.6
19011749,9,6.25,8,5.25,5.25,9
19011750,8.8,6.5,8,7.5,5,6.4
19011751,8,4.25,7.25,7.25,3,6.4
19011752,8.8,7.5,7.75,7,6.25,8.8
19011753,8.6,6.5,7.75,4.25,5,9.2
19011754,8.6,4,7.25,8.5,3.25,4.2
19011756,9,4.75,8.75,7.75,2,4.4
19011757,8.2,5,7.25,2.75,3.25,9.6
19011760,9.2,7,8,9,6,8.4
19011761,8.2,7,7.25,7.5,4.25,7.2
19011763,7.8,6.75,4.75,5.25,3.25,5.6
19011764,8,6.5,7.25,7.75,4.5,4.8
19011765,8.8,7,8,7.75,3.5,3.4
19011768,8.2,7.25,7.25,3.75,3.75,7
19011769,7.6,7.5,6.5,6.5,5.25,7
19011771,8.2,6.5,7.75,8.5,4.5,6
19011772,8.8,6.75,7.25,8.25,4,3
19011773,9.4,7,6,9,8,6.6
19011774,9,6.75,7.25,8.25,5,7.4
19011777,8,6.5,7,6.5,3.75,3.8
19011778,9.4,6.25,8,8,4.75,6
19011780,7.8,7,5.5,3.25,4.75,7.2
19011781,9.2,5.5,7.5,7.75,5.25,5
19011782,9,6,8,8.25,4.25,4.6
19011783,8.4,3.75,8.25,7.75,4.75,5.2
19011785,8.6,5.75,8.25,5.75,6.25,8.8
19011786,7,6.5,7.75,6.75,3.5,6.2
19011787,8,6.25,8.25,7.25,5.5,5.4
19011788,7.6,6.5,7.25,5,5.25,6.6
19011790,8.6,7.25,8,8.25,9,8.6
19011791,8.4,7.25,8,3.75,5.5,9.6
19011793,9,6.5,8.75,8,6.5,6.4
19011794,7.6,6.75,7.75,7.75,3.5,7
19011795,8,7,7,6.75,4.25,8.6
19011796,7.6,6.5,5.75,4.5,5,5.2
19011797,7.8,8.5,6.5,3.5,4.75,7.6
19011798,8.2,5.75,8.25,6.75,5.5,8.8
19011799,8.4,4.5,8.25,8,4.25,6.4
19011800,9.2,7,8.25,8,6,9
19011801,8.8,5.5,8.75,7.75,4,6.6
19011802,8.6,7.5,7.75,6.5,5,8.4
19011804,8.8,7.25,6.75,6.25,3.5,4.2
19011809,8,6.75,8.5,7.25,3.75,6
19011810,7,7,6,5.25,3.5,3.8
19011813,8.4,7.25,6.75,7.25,5.5,7.4
19011814,9,6.75,8.5,8.5,6.5,9
19011815,8.4,7.5,7.25,8.25,4,6
19011816,9.2,7.75,8.75,6,5,9.8
19011820,8.6,5.5,8.5,8.25,5,5.8
19011821,8.6,5.5,8.75,6.25,4.75,9.4
19011822,7,7.5,7,6.5,4.5,8.4
19011823,7,6.5,7,5.5,4,7
19011825,8.8,7.25,7,6.25,5.25,9.2
19011826,8.2,8,8.5,7.5,3.5,5.8
19011827,7.8,6.5,6.5,4.75,3.5,6.8
19011828,8.2,7,7.75,8,2.75,7.6
19011831,8.4,7.25,8.25,6.5,4.75,9.8
19011832,8.4,6.5,7.5,7.5,2.5,6
19011833,8,8,8.5,4.75,4.5,9.8
19011834,8,7,7.25,8.25,4.5,6.4
19011835,8.4,6.25,8.5,4.75,5,9.6
19011836,8.2,8,7,3,5.25,9.2
19011837,8.4,7,7.75,5.25,5.5,9.6
19011838,7.4,8.75,7.5,3.25,4.75,5.6
19011840,8.8,7,8.5,8.75,5,8.4
19011841,7.2,7.5,7,7,4.75,8.6
19011842,6.2,7.25,5,5,4,5.6
19011844,8.6,8.75,8,5.25,5.5,9.6
19011845,8.8,6.5,7.5,8.25,3.75,7
19011846,8.6,7.75,7.5,3.5,3.5,9.4
19011847,9.4,7.25,8.25,8,3.75,6.2
19011849,7.4,8,5.5,6.25,3.5,9.6
19011851,7,5,6.5,6.25,5.5,5.2
19011852,8.8,7.5,6.5,7.25,5,5.8
19011854,8.8,7,8.5,8.75,6.5,7.4
19011856,9,6.5,8.75,8.5,6,8.4
19011857,8.2,7.5,7.75,6.75,5.75,5.8
19011858,9,6.5,6.75,6.25,4.5,6.4
19011859,9.2,7.5,7.75,8.5,5.25,8.8
19011860,9,7.75,7.75,8.25,6.75,7.4
19011863,7.8,6.25,8.75,4,4.5,8.4
19011866,9,6,7.25,8.5,6.5,8.2
19011868,8,6.5,8.5,6.5,5.25,5.8
19011871,8.8,7.75,7.25,6.5,3.5,8.2
19011872,8.4,7.5,8,8.25,4.5,9.4
19011873,9.4,7.75,9,7,4,9.6
19011874,9.2,7.5,8.25,5.25,4,9.4
19011875,9,6.5,8,7.5,3.75,5.4
19011876,8,7,6.75,5.75,3.75,8.4
19011880,7.8,5.25,6.5,4,5.25,5.6
19011881,7.2,5.25,5.5,6.25,4.25,6.8
19011882,8.2,5.75,8.5,7,6.75,8.6
19011883,8,5.25,8.5,7.75,5.5,6.8
19011884,9,7.5,8.25,8.25,7.5,7.6
19011885,9.2,5.25,7.25,5.75,4.25,9.6
19011886,7.6,6,7.25,8,4.75,5.6
19011887,8.4,7,7.75,7.5,5.5,8.6
19011888,9.2,6.75,8.75,9,5.75,9.4
19011892,7.8,8,7.75,6.75,5.75,5.2
19011893,8.6,6.5,7.5,6.75,3,6
19011896,8.4,4.25,8,4.25,4.25,8.6
19011898,8,5.5,7.25,6.75,4,5.4
19011899,9,7,8.5,8.75,4.25,7.6
19011900,8.6,7.75,7.25,9,4,7.8
19011901,8.2,7.5,8.75,8.25,4.5,9
19011902,9,5,8.5,8.25,4.5,6.2
19011903,8.4,6,7.5,7.25,4.75,7.2
19011904,8.8,7.75,8.25,6.5,4.75,8.4
19011906,7.8,6.5,6.75,7.5,5.25,6.6
19011907,8.4,7.25,6.75,7.5,3.25,9.4
19011909,9,7.75,8.25,5.25,3.25,9.2
19011910,7.4,6,6.5,4.5,6,8
19011911,8,7.25,7.75,7.5,5.25,8
19011912,8,7.25,6,6.25,2.25,6.8
19011913,7.8,7.25,6,7.25,3.75,4.6
19011914,9.6,7.5,10,8.5,5.75,8
19011916,8.4,8.5,7.75,3,5.25,5.6
19011920,8.6,7.5,6.75,6.25,7,8.8
19011921,7,6.25,3.75,5,2.5,4.6
19011922,8,7.5,7.75,7.5,4.25,4.6
19011923,8.6,6.75,7.75,6.75,5,5.4
19011924,8.8,7.25,8,8.5,6,6.6
19011926,9.4,7.5,9,9,6,9
19011928,7.4,6,7,3.75,3.75,8
19011929,8.2,7,6.75,5.5,5.5,9
19011933,8.2,8,9.25,7.5,4.75,4.4
19011934,7.6,6.75,7,3.5,5.25,6.8
19011936,8.4,8,7.75,5.75,5.75,9.4
19011937,7.8,7.75,7.5,3.25,3.75,9
19011940,8.2,8.5,6.75,8.25,4,5.8
19011942,8,7.75,8.5,5.5,4.25,8.8
19011945,8.8,7.5,6.75,3.5,4.5,9.4
19011946,7.4,4.75,7.75,1.75,3.25,9.4
19011948,5.8,6,5.75,2.5,5.75,6.8
19011949,8.2,9,5.75,6,3.75,8.4
19011950,7.2,7.75,7.5,6.5,3,7.8
19011953,8.4,8.5,8,5.25,6.75,8
19011954,8.2,7.75,6.75,4,5.75,9.2
19011956,9,6.75,7.5,5.75,4.75,8.2
19011958,9,5.5,7.5,5.5,4.75,8.6
19011959,7.8,6.75,7.75,7.25,3.25,4.4
19011961,7.8,6.25,7,7.25,5.25,5.6
19011962,8.4,5.25,8.25,3.75,3.75,8.6
19011963,8.4,5.25,6.5,5.75,3.25,3.6
19011964,8.6,6,7,4,6,7.6
19011966,8.4,6.25,8,5.75,4.75,6
19011967,9.2,6,8.25,8,4.75,6.2
19011968,7.8,5.5,7.25,6.5,3,2.6
19011969,9.2,6.75,8.75,8.75,5.25,3.8
19011970,9.4,7,9.5,8.75,6.5,8.6
19011972,7.4,7,5.5,6.75,4,4.8
19011975,6.8,8.5,7.5,3,2.75,8.4
19011976,8.6,7.75,8.5,5.75,6.25,9
19011977,6.8,8,5,2.75,2.5,4.4
19011978,7.8,6,8.5,7.5,5,7.4
19011979,8.6,5.25,8.25,2.75,3.5,8.4
19011980,6.6,7.5,6.25,5.5,5.25,4
19011981,8.4,7.25,7.75,6.75,5.75,9
19011982,8.4,6.5,7.5,5.25,5,8
19011983,8.2,6.25,8,8,8,8.2
19011984,8.8,6.5,8.75,7.25,4.5,6.4
19011986,8,6.5,7,7.25,5.25,5
19011987,9,7.75,8.25,6,3.75,9.2
19011988,7.6,8.5,7.5,5.75,5.75,8.6
19011989,9,5.5,8.5,5.5,5.5,9.2
19011991,8.2,5,8.25,7.75,3.75,7.6
